01A,2,2x5,abstrakt,Telekom,72.091.000
02A,2,2x5,abstrakt,Telekom,72.091.000
03A,2,2x5,abstrakt,Telekom,72.065.000
04A,2,2x5,abstrakt,1und1 DRI,72.065.000
05A,2,2x5,abstrakt,Vodafone,65.555.000
06A,2,2x5,abstrakt,Vodafone,67.140.000
07A,2,2x5,abstrakt,TEF DE,71.336.000
08A,2,2x5,abstrakt,Vodafone,71.336.000
09A,2,2x5,abstrakt,1und1 DRI,36.901.000,2026
10A,2,2x5,abstrakt,Vodafone,35.779.000,2026
11A,2,2x5,abstrakt,1und1 DRI,34.783.000,2026
12A,2,2x5,abstrakt,TEF DE,38.261.000,2026
01K,3.6,1x20,konkret,-,0
02A,3.6,1x10,abstrakt,Telekom,13.823.000
03A,3.6,1x10,abstrakt,Telekom,13.823.000
04A,3.6,1x10,abstrakt,1und1 DRI,13.823.000
05A,3.6,1x10,abstrakt,Vodafone,13.888.000
06A,3.6,1x10,abstrakt,1und1 DRI,13.888.000
07A,3.6,1x10,abstrakt,Telekom,13.872.000
08A,3.6,1x10,abstrakt,1und1 DRI,14.976.000
09A,3.6,1x10,abstrakt,TEF DE,13.661.000
10A,3.6,1x10,abstrakt,TEF DE,25.187.000
11A,3.6,1x10,abstrakt,1und1 DRI,13.807.000
12A,3.6,1x10,abstrakt,Vodafone,13.807.000
13A,3.6,1x10,abstrakt,Vodafone,14.982.000
14A,3.6,1x10,abstrakt,1und1 DRI,14.955.000
15A,3.6,1x10,abstrakt,Telekom,14.984.000
16A,3.6,1x10,abstrakt,Telekom,13.807.000
17A,3.6,1x10,abstrakt,-,0
18A,3.6,1x10,abstrakt,-,0
19A,3.6,1x10,abstrakt,-,0
20A,3.6,1x10,abstrakt,TEF DE,26.842.000
21A,3.6,1x10,abstrakt,TEF DE,26.002.000
22A,3.6,1x10,abstrakt,Vodafone,26.002.000
23A,3.6,1x10,abstrakt,Vodafone,26.002.000
24A,3.6,1x10,abstrakt,Vodafone,23.870.000
25A,3.6,1x10,abstrakt,Vodafone,23.870.000
26A,3.6,1x10,abstrakt,TEF DE,23.890.000
27A,3.6,1x10,abstrakt,Telekom,26.279.000
28A,3.6,1x10,abstrakt,Telekom,26.279.000
29K,3.6,1x10,konkret,Telekom,23.870.000
